,model_name,i,regularizer,learning_rate,sampling,initializer,apply_median_spo2,all_metadata,features_ss,transform_ahi,normalization,dense_meta,rocket_features,double_channel,permutation_augmentation,scaling_augmentation,rotation_augmentation,magnitude_warp_augmentation,time_warp_augmentation,data_augmentation,jitter_augmentation,activation_function_osa,activation_function_copd,loss_osa,loss_copd,osa_regression,full_signal,signal_size,padding_size,window_size,overlap,num_features,first_conv_n_filters,first_conv_kernel_size,num_residual_convolution,n_filters,residual_convolution_n_convs,cnn_dropout,residual_convolution_kernel_size,pooling,dilation,dilations_num,dilated_block_kernel_size,n_filters_lstm,kernel_size_lstm,nb_conv_lstm,lstm_dropout,recurrent_dropout,regressor_dropout,first_dim,use_metadata,type_run,train_size_UHV_pc,train_size_SHHS_pc,train_size_WSC_pc,train_size_CFS_pc,train_size_SHHS2_pc,train_size_numom_pc,model,batch_size,train_size_mesa_pc,train_size_abc_pc,num_window,normalization_spo2,apply_linear_interpolation,apply_savgol_filter,apply_int_convertor,train_size_mros_pc,seed,train_size,val_size,test_size,stddev,temperature,nb_conv_lstm_,gaussian_layer,random_switch_augmentation,val_loss,train_loss,model_parameters,size_train,ICC_train,f1_osa_train,size_val,ICC_val,f1_osa_val,size_test,ICC_test,f1_osa_test,counter,include_abc_mros
0,duplo,0,0.0001,0.0005,FALSE,GlorotNormal,FALSE,pobm_only,FALSE,No_Transformation#,FALSE,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,linear,MAE,,TRUE,FALSE,14400,21600,1800,0,128,2,3,4,6,2,0.1,9,average,8,4,5,16,5,4,0.1,0.5,0.1,64,FALSE,,0.9,0.9,100,0.9,0.9,0.9,duplo,256,0.9,0.9,12,FALSE,TRUE,FALSE,TRUE,0.9,32,14916,1651,1651,1.90E-05,0.12,3,TRUE,FALSE,2.648850679,3.083978891,315533,14916,0.963,0.820775507,1651,0.959,0.813819764,1651,0.959,0.813819764,172,TRUE
